"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.685468300E-1,-6.590040326E-1,-1.867477298E-1,1.002392387E1
7.705538090E-1,-6.542156339E-1,-1.819593310E-1,1.002871227E1
7.725617260E-1,-6.542156339E-1,-2.154781520E-1,1.001913548E1
7.745717260E-1,-6.494272351E-1,-2.346317619E-1,1.000477028E1
7.765704240E-1,-6.350619793E-1,-2.537853718E-1,9.952097893E0
7.785693820E-1,-6.302735806E-1,-2.681505978E-1,9.918579102E0
7.805688610E-1,-6.637924314E-1,-3.160346150E-1,9.894637108E0
7.825690700E-1,-6.542156339E-1,-3.256114423E-1,9.865906715E0
7.845701640E-1,-6.733692288E-1,-3.399766386E-1,9.880271912E0
7.865722990E-1,-6.925228238E-1,-3.591302633E-1,9.851541519E0
7.885755800E-1,-7.068880796E-1,-3.926490843E-1,9.803657532E0
7.905800590E-1,-7.451952696E-1,-4.261679053E-1,9.750985146E0
7.925857360E-1,-7.930793166E-1,-4.501099288E-1,9.712677956E0
7.945925590E-1,-8.409633636E-1,-4.644751251E-1,9.722254753E0
7.966004240E-1,-9.127894044E-1,-4.932055473E-1,9.731831551E0
7.986091740E-1,-9.558850527E-1,-5.123591423E-1,9.746196747E0
8.006186530E-1,-9.989806414E-1,-5.027823448E-1,9.765350342E0
8.026281320E-1,-1.046864748E0,-5.171475410E-1,9.760561943E0
8.046380280E-1,-1.085171938E0,-5.363011956E-1,9.736619949E0
8.066481320E-1,-1.113902330E0,-5.171475410E-1,9.712677956E0
8.086555280E-1,-1.161786318E0,-5.027823448E-1,9.655217171E0
8.106629760E-1,-1.147421122E0,-4.932055473E-1,9.578602791E0
8.126702160E-1,-1.176151633E0,-4.740519226E-1,9.545084000E0
8.146757890E-1,-1.238400817E0,-4.548983276E-1,9.506776810E0
8.166813090E-1,-1.233612418E0,-4.596867263E-1,9.525930405E0
8.186922470E-1,-1.257554412E0,-4.501099288E-1,9.545084000E0
8.206924030E-1,-1.271919608E0,-4.261679053E-1,9.578602791E0
8.226927680E-1,-1.291073322E0,-3.974374831E-1,9.573814392E0
8.246934970E-1,-1.291073322E0,-4.022258818E-1,9.597756386E0
8.266947990E-1,-1.295861721E0,-3.830722570E-1,9.607333183E0
8.286968300E-1,-1.281496406E0,-3.639186621E-1,9.530718803E0
8.306996950E-1,-1.243189216E0,-3.543418646E-1,9.458892822E0
8.327034450E-1,-1.262342811E0,-3.495534360E-1,9.406219482E0
8.347081320E-1,-1.295861721E0,-3.399766386E-1,9.434949875E0
8.367137570E-1,-1.319803715E0,-3.303998411E-1,9.492411613E0
8.387202680E-1,-1.286284804E0,-3.351882398E-1,9.559449196E0
8.407267780E-1,-1.295861721E0,-3.591302633E-1,9.621698380E0
8.427340700E-1,-1.295861721E0,-3.495534360E-1,9.650428772E0
8.447420390E-1,-1.281496406E0,-3.639186621E-1,9.626486778E0
8.467505800E-1,-1.267131209E0,-3.639186621E-1,9.612121582E0
8.487595390E-1,-1.262342811E0,-3.830722570E-1,9.588179588E0
8.507687570E-1,-1.233612418E0,-3.734954596E-1,9.549872398E0
8.527780800E-1,-1.200093627E0,-3.734954596E-1,9.549872398E0
8.547866740E-1,-1.195305228E0,-3.878606856E-1,9.592967987E0
8.567921950E-1,-1.161786318E0,-3.878606856E-1,9.621698380E0
8.587950070E-1,-1.137844324E0,-3.734954596E-1,9.660005569E0
8.607980280E-1,-1.089960337E0,-3.926490843E-1,9.669582367E0
8.628013610E-1,-1.085171938E0,-4.070142806E-1,9.640851974E0
8.648050590E-1,-1.080383539E0,-4.118026793E-1,9.655217171E0
8.668091740E-1,-1.061229944E0,-4.165911078E-1,9.655217171E0
8.688137570E-1,-1.051653147E0,-4.165911078E-1,9.679159164E0
8.708188090E-1,-1.022922635E0,-4.165911078E-1,9.707889557E0
8.728243300E-1,-1.003769040E0,-4.309563041E-1,9.703101158E0
8.748303200E-1,-9.606734514E-1,-4.357447028E-1,9.727043152E0
8.768367260E-1,-9.558850527E-1,-4.357447028E-1,9.731831551E0
8.788434970E-1,-9.367313981E-1,-4.165911078E-1,9.712677956E0
8.808505800E-1,-9.319429994E-1,-4.309563041E-1,9.741408348E0
8.828579240E-1,-9.127894044E-1,-4.405331016E-1,9.722254753E0
8.848654240E-1,-9.175778031E-1,-4.453215301E-1,9.707889557E0
8.868729760E-1,-9.175778031E-1,-4.357447028E-1,9.736619949E0
8.888859450E-1,-8.984242082E-1,-4.213795066E-1,9.789292336E0
8.908864660E-1,-9.080010056E-1,-4.261679053E-1,9.837176323E0
8.928871430E-1,-8.888474107E-1,-4.070142806E-1,9.846753120E0
8.948881840E-1,-8.792705536E-1,-3.926490843E-1,9.837176323E0
8.968897470E-1,-8.744821548E-1,-3.782838583E-1,9.813234329E0
8.988919860E-1,-8.601169586E-1,-3.687070608E-1,9.784503937E0
9.008950070E-1,-8.792705536E-1,-3.830722570E-1,9.760561943E0
9.028988610E-1,-8.457517624E-1,-3.399766386E-1,9.727043152E0
9.049036010E-1,-8.649053574E-1,-3.208230138E-1,9.712677956E0
9.069092260E-1,-8.649053574E-1,-3.208230138E-1,9.755773544E0
9.089156840E-1,-8.792705536E-1,-3.160346150E-1,9.784503937E0
9.109229240E-1,-8.984242082E-1,-2.968810201E-1,9.851541519E0
9.129308410E-1,-8.840589523E-1,-3.064578176E-1,9.846753120E0
9.149397990E-1,-8.888474107E-1,-2.873041928E-1,9.846753120E0
9.169487570E-1,-9.032126069E-1,-2.729389966E-1,9.818022728E0
9.189579240E-1,-9.032126069E-1,-2.633621991E-1,9.779715538E0
9.209671430E-1,-9.223662019E-1,-2.442085743E-1,9.779715538E0
9.229752160E-1,-9.127894044E-1,-2.585737705E-1,9.770138741E0
9.249807360E-1,-9.127894044E-1,-2.394201756E-1,9.765350342E0
9.269835490E-1,-9.080010056E-1,-2.346317619E-1,9.770138741E0
9.289865700E-1,-9.223662019E-1,-2.585737705E-1,9.798869133E0
9.309899030E-1,-9.223662019E-1,-2.537853718E-1,9.784503937E0
9.329936010E-1,-9.319429994E-1,-2.537853718E-1,9.779715538E0
9.349977160E-1,-9.223662019E-1,-2.537853718E-1,9.770138741E0
9.370022990E-1,-9.319429994E-1,-2.729389966E-1,9.755773544E0
9.390073510E-1,-9.606734514E-1,-2.825157940E-1,9.741408348E0
9.410128720E-1,-9.510966539E-1,-2.968810201E-1,9.741408348E0
9.430188610E-1,-9.367313981E-1,-3.016694188E-1,9.746196747E0
9.450252680E-1,-9.798270464E-1,-3.256114423E-1,9.750985146E0
9.470320390E-1,-9.654618502E-1,-3.112462163E-1,9.722254753E0
9.490391220E-1,-9.606734514E-1,-3.447650373E-1,9.693524361E0
9.510464660E-1,-9.894038439E-1,-3.256114423E-1,9.703101158E0
9.530539660E-1,-9.989806414E-1,-3.591302633E-1,9.722254753E0
9.550614660E-1,-9.798270464E-1,-3.495534360E-1,9.707889557E0
9.570743820E-1,-9.750386477E-1,-3.639186621E-1,9.712677956E0
9.590750070E-1,-9.941922426E-1,-3.974374831E-1,9.736619949E0
9.610757890E-1,-9.941922426E-1,-4.118026793E-1,9.722254753E0
9.630769340E-1,-9.989806414E-1,-3.830722570E-1,9.669582367E0
9.650786010E-1,-1.027711034E0,-4.118026793E-1,9.597756386E0
9.670809450E-1,-1.027711034E0,-3.974374831E-1,9.640851974E0
9.690840180E-1,-1.061229944E0,-4.165911078E-1,9.727043152E0
9.710879240E-1,-1.046864748E0,-4.261679053E-1,9.727043152E0
9.730926640E-1,-9.941922426E-1,-4.070142806E-1,9.674370766E0
9.750982360E-1,-1.008557439E0,-4.070142806E-1,9.698312759E0
9.771046430E-1,-1.109113932E0,-4.261679053E-1,9.741408348E0
9.791117780E-1,-1.032499433E0,-3.830722570E-1,9.727043152E0
9.811195910E-1,-1.013345838E0,-4.022258818E-1,9.683947563E0
9.831279240E-1,-1.027711034E0,-3.974374831E-1,9.631275177E0
9.851366740E-1,-9.989806414E-1,-3.830722570E-1,9.621698380E0
9.871456840E-1,-9.894038439E-1,-3.687070608E-1,9.703101158E0
9.891547990E-1,-1.037287831E0,-4.070142806E-1,9.741408348E0
9.911643820E-1,-1.013345838E0,-3.734954596E-1,9.631275177E0
9.931739660E-1,-9.319429994E-1,-3.399766386E-1,9.631275177E0
9.951748510E-1,-9.989806414E-1,-3.830722570E-1,9.784503937E0
9.971758930E-1,-1.051653147E0,-3.495534360E-1,9.841964722E0
9.991772470E-1,-9.606734514E-1,-3.639186621E-1,9.669582367E0
1.001179070E0,-8.888474107E-1,-3.208230138E-1,9.636063576E0
1.003181518E0,-1.003769040E0,-3.687070608E-1,9.770138741E0
1.005184695E0,-1.018134236E0,-3.447650373E-1,9.837176323E0
1.007188653E0,-9.080010056E-1,-3.064578176E-1,9.827599525E0
1.009193445E0,-9.175778031E-1,-3.399766386E-1,9.750985146E0
1.011199070E0,-9.463081956E-1,-3.160346150E-1,9.655217171E0
1.013205476E0,-9.415197968E-1,-3.208230138E-1,9.717466354E0
1.015212611E0,-9.558850527E-1,-3.208230138E-1,9.818022728E0
1.017220372E0,-9.606734514E-1,-3.208230138E-1,9.827599525E0
1.019228653E0,-9.080010056E-1,-3.016694188E-1,9.712677956E0
1.021236934E0,-8.792705536E-1,-2.920926213E-1,9.703101158E0
1.023245476E0,-9.367313981E-1,-2.968810201E-1,9.818022728E0
1.025254174E0,-9.846154451E-1,-3.256114423E-1,9.794080734E0
1.027260164E0,-8.984242082E-1,-2.777273953E-1,9.703101158E0
1.029267351E0,-8.553285599E-1,-2.920926213E-1,9.664793968E0
1.031274539E0,-9.175778031E-1,-3.160346150E-1,9.722254753E0
1.033280216E0,-9.415197968E-1,-3.064578176E-1,9.779715538E0
1.035285736E0,-9.032126069E-1,-3.303998411E-1,9.798869133E0
1.037296674E0,-8.888474107E-1,-3.112462163E-1,9.798869133E0
1.039296830E0,-9.127894044E-1,-3.447650373E-1,9.808445930E0
1.041297195E0,-9.175778031E-1,-3.495534360E-1,9.803657532E0
1.043297924E0,-9.032126069E-1,-3.447650373E-1,9.822811127E0
1.045299226E0,-9.367313981E-1,-3.687070608E-1,9.765350342E0
1.047301257E0,-8.936358094E-1,-3.399766386E-1,9.770138741E0
1.049304122E0,-8.744821548E-1,-3.447650373E-1,9.794080734E0
1.051307872E0,-8.984242082E-1,-3.639186621E-1,9.770138741E0
1.053312559E0,-9.175778031E-1,-3.591302633E-1,9.717466354E0
1.055318184E0,-9.175778031E-1,-3.639186621E-1,9.679159164E0
1.057325841E0,-8.888474107E-1,-3.495534360E-1,9.717466354E0
1.059333497E0,-9.271546006E-1,-3.639186621E-1,9.808445930E0
1.061341778E0,-9.127894044E-1,-3.639186621E-1,9.798869133E0
1.063350580E0,-9.032126069E-1,-3.734954596E-1,9.727043152E0
1.065359747E0,-9.319429994E-1,-3.687070608E-1,9.712677956E0
1.067369591E0,-9.558850527E-1,-3.734954596E-1,9.746196747E0
1.069372455E0,-9.558850527E-1,-3.495534360E-1,9.803657532E0
1.071375684E0,-9.319429994E-1,-3.591302633E-1,9.774927139E0
1.073379382E0,-9.367313981E-1,-3.495534360E-1,9.717466354E0
1.075383601E0,-9.510966539E-1,-3.591302633E-1,9.703101158E0
1.077388393E0,-9.558850527E-1,-3.447650373E-1,9.736619949E0
1.079393757E0,-9.750386477E-1,-3.495534360E-1,9.760561943E0
1.081399643E0,-9.415197968E-1,-3.782838583E-1,9.741408348E0
1.083406049E0,-9.510966539E-1,-3.543418646E-1,9.703101158E0
1.085412924E0,-9.558850527E-1,-3.495534360E-1,9.712677956E0
1.087420164E0,-1.013345838E0,-3.495534360E-1,9.722254753E0
1.089427716E0,-9.798270464E-1,-3.495534360E-1,9.736619949E0
1.091435476E0,-9.654618502E-1,-3.543418646E-1,9.722254753E0
1.093443341E0,-9.750386477E-1,-3.591302633E-1,9.679159164E0
1.095451726E0,-9.798270464E-1,-3.447650373E-1,9.688735962E0
1.097460111E0,-9.989806414E-1,-3.495534360E-1,9.717466354E0
1.099463236E0,-9.894038439E-1,-3.495534360E-1,9.717466354E0
1.101466414E0,-9.702502489E-1,-3.495534360E-1,9.698312759E0
1.103469747E0,-9.894038439E-1,-3.543418646E-1,9.703101158E0
1.105473341E0,-1.003769040E0,-3.639186621E-1,9.717466354E0
1.107477247E0,-9.894038439E-1,-3.591302633E-1,9.731831551E0
1.109481518E0,-9.846154451E-1,-3.687070608E-1,9.736619949E0
1.111486205E0,-9.798270464E-1,-3.495534360E-1,9.722254753E0
1.113491309E0,-9.654618502E-1,-3.351882398E-1,9.731831551E0
1.115496830E0,-9.750386477E-1,-3.495534360E-1,9.736619949E0
1.117502768E0,-1.008557439E0,-3.543418646E-1,9.693524361E0
1.119509070E0,-9.654618502E-1,-3.399766386E-1,9.688735962E0
1.121515684E0,-9.846154451E-1,-3.782838583E-1,9.669582367E0
1.123522559E0,-9.989806414E-1,-3.447650373E-1,9.703101158E0
1.125529643E0,-1.018134236E0,-3.687070608E-1,9.679159164E0
1.127536882E0,-1.027711034E0,-3.687070608E-1,9.664793968E0
1.129544174E0,-9.989806414E-1,-3.734954596E-1,9.679159164E0
1.131548757E0,-1.008557439E0,-3.830722570E-1,9.741408348E0
1.133553497E0,-1.018134236E0,-4.022258818E-1,9.760561943E0
1.135558393E0,-9.941922426E-1,-3.830722570E-1,9.760561943E0
1.137563497E0,-9.894038439E-1,-3.878606856E-1,9.712677956E0
1.139568809E0,-1.008557439E0,-3.878606856E-1,9.679159164E0
1.141574330E0,-9.989806414E-1,-3.830722570E-1,9.712677956E0
1.143580059E0,-9.989806414E-1,-4.022258818E-1,9.722254753E0
1.145585945E0,-9.989806414E-1,-3.878606856E-1,9.712677956E0
1.147591986E0,-1.008557439E0,-3.830722570E-1,9.707889557E0
1.149598132E0,-9.750386477E-1,-3.830722570E-1,9.683947563E0
1.151604382E0,-9.894038439E-1,-3.878606856E-1,9.717466354E0
1.153610684E0,-9.941922426E-1,-3.734954596E-1,9.727043152E0
1.155617039E0,-9.846154451E-1,-3.734954596E-1,9.703101158E0
1.157628809E0,-9.798270464E-1,-3.687070608E-1,9.683947563E0
1.159629591E0,-1.008557439E0,-3.591302633E-1,9.707889557E0
1.161630528E0,-9.989806414E-1,-3.543418646E-1,9.722254753E0
1.163631466E0,-9.941922426E-1,-3.591302633E-1,9.727043152E0
1.165632924E0,-9.846154451E-1,-3.543418646E-1,9.688735962E0
1.167635059E0,-9.941922426E-1,-3.543418646E-1,9.669582367E0
1.169637976E0,-1.013345838E0,-3.399766386E-1,9.703101158E0
1.171641726E0,-1.013345838E0,-3.303998411E-1,9.755773544E0
1.173646361E0,-1.027711034E0,-3.591302633E-1,9.750985146E0
1.175651882E0,-1.013345838E0,-3.064578176E-1,9.717466354E0
1.177658236E0,-9.989806414E-1,-3.160346150E-1,9.736619949E0
1.179665372E0,-1.032499433E0,-3.399766386E-1,9.750985146E0
1.181673184E0,-9.989806414E-1,-3.399766386E-1,9.731831551E0
1.183681570E0,-9.846154451E-1,-3.112462163E-1,9.679159164E0
1.185690424E0,-9.798270464E-1,-3.064578176E-1,9.703101158E0
1.187699591E0,-9.941922426E-1,-3.160346150E-1,9.731831551E0
1.189708914E0,-9.941922426E-1,-3.351882398E-1,9.727043152E0
1.191715528E0,-9.606734514E-1,-3.208230138E-1,9.736619949E0
1.193722195E0,-9.894038439E-1,-3.399766386E-1,9.717466354E0
1.195734278E0,-9.750386477E-1,-3.447650373E-1,9.722254753E0
1.197734955E0,-9.606734514E-1,-3.495534360E-1,9.746196747E0
1.199735789E0,-9.654618502E-1,-3.687070608E-1,9.770138741E0
1.201736622E0,-9.750386477E-1,-3.543418646E-1,9.736619949E0
1.203737976E0,-9.510966539E-1,-3.591302633E-1,9.712677956E0
1.205740007E0,-9.606734514E-1,-3.830722570E-1,9.727043152E0
1.207742820E0,-9.894038439E-1,-3.782838583E-1,9.746196747E0
1.209746518E0,-9.558850527E-1,-3.926490843E-1,9.727043152E0
1.211751153E0,-9.415197968E-1,-3.878606856E-1,9.717466354E0
1.213756726E0,-9.558850527E-1,-3.926490843E-1,9.765350342E0
1.215763184E0,-9.654618502E-1,-3.878606856E-1,9.727043152E0
1.217770424E0,-9.510966539E-1,-3.782838583E-1,9.741408348E0
1.219778393E0,-9.463081956E-1,-3.926490843E-1,9.722254753E0
1.221786934E0,-9.750386477E-1,-3.878606856E-1,9.722254753E0
1.223795893E0,-9.702502489E-1,-3.830722570E-1,9.731831551E0
1.225805111E0,-9.463081956E-1,-3.926490843E-1,9.703101158E0
1.227814434E0,-9.846154451E-1,-3.782838583E-1,9.707889557E0
1.229823705E0,-9.798270464E-1,-3.782838583E-1,9.707889557E0
1.231829226E0,-9.846154451E-1,-3.878606856E-1,9.736619949E0
1.233832039E0,-9.702502489E-1,-3.878606856E-1,9.703101158E0
1.235835059E0,-9.846154451E-1,-3.734954596E-1,9.727043152E0
1.237838393E0,-9.702502489E-1,-3.591302633E-1,9.727043152E0
1.239842091E0,-9.750386477E-1,-3.543418646E-1,9.736619949E0
1.241846205E0,-9.750386477E-1,-3.447650373E-1,9.741408348E0
1.243850789E0,-9.798270464E-1,-3.591302633E-1,9.741408348E0
1.245855841E0,-9.798270464E-1,-3.447650373E-1,9.698312759E0
1.247861882E0,-9.750386477E-1,-3.543418646E-1,9.717466354E0
1.249868028E0,-9.846154451E-1,-3.447650373E-1,9.731831551E0
1.251874591E0,-1.008557439E0,-3.399766386E-1,9.712677956E0
1.253881518E0,-9.750386477E-1,-3.399766386E-1,9.698312759E0
1.255888705E0,-9.798270464E-1,-3.303998411E-1,9.698312759E0
1.257896101E0,-9.894038439E-1,-3.351882398E-1,9.722254753E0
1.259903601E0,-9.941922426E-1,-3.399766386E-1,9.746196747E0
1.261911153E0,-9.798270464E-1,-3.256114423E-1,9.727043152E0
1.263917976E0,-9.702502489E-1,-3.447650373E-1,9.717466354E0
1.265923549E0,-9.702502489E-1,-3.543418646E-1,9.707889557E0
1.267929070E0,-9.846154451E-1,-3.399766386E-1,9.712677956E0
1.269940007E0,-9.894038439E-1,-3.399766386E-1,9.727043152E0
1.271940164E0,-9.798270464E-1,-3.399766386E-1,9.727043152E0
1.273940528E0,-9.654618502E-1,-3.543418646E-1,9.707889557E0
1.275941830E0,-9.606734514E-1,-3.495534360E-1,9.707889557E0
1.277943132E0,-9.894038439E-1,-3.399766386E-1,9.722254753E0
1.279945111E0,-9.846154451E-1,-3.734954596E-1,9.727043152E0
1.281947924E0,-9.798270464E-1,-3.639186621E-1,9.717466354E0
1.283951622E0,-9.750386477E-1,-3.639186621E-1,9.703101158E0
1.285956257E0,-9.846154451E-1,-3.734954596E-1,9.712677956E0
1.287961830E0,-9.750386477E-1,-3.687070608E-1,9.736619949E0
1.289968289E0,-9.798270464E-1,-3.782838583E-1,9.731831551E0
1.291975580E0,-9.702502489E-1,-3.734954596E-1,9.717466354E0
1.293983601E0,-9.750386477E-1,-3.734954596E-1,9.727043152E0
1.295992195E0,-9.654618502E-1,-3.830722570E-1,9.727043152E0
1.298001205E0,-9.606734514E-1,-3.639186621E-1,9.712677956E0
1.300010476E0,-9.750386477E-1,-3.782838583E-1,9.727043152E0
1.302019851E0,-9.558850527E-1,-3.399766386E-1,9.736619949E0
1.304028914E0,-9.606734514E-1,-3.687070608E-1,9.741408348E0
1.306034486E0,-9.558850527E-1,-3.687070608E-1,9.746196747E0
1.308040007E0,-9.750386477E-1,-3.639186621E-1,9.750985146E0
1.310042820E0,-9.510966539E-1,-3.543418646E-1,9.741408348E0
1.312045841E0,-9.558850527E-1,-3.495534360E-1,9.727043152E0
1.314050320E0,-9.558850527E-1,-3.351882398E-1,9.712677956E0
1.316057664E0,-9.510966539E-1,-3.543418646E-1,9.717466354E0
1.318065111E0,-9.463081956E-1,-3.543418646E-1,9.731831551E0
1.320077976E0,-9.463081956E-1,-3.495534360E-1,9.717466354E0
1.322078809E0,-9.558850527E-1,-3.543418646E-1,9.717466354E0
1.324079799E0,-9.654618502E-1,-3.495534360E-1,9.727043152E0
1.326081153E0,-9.606734514E-1,-3.399766386E-1,9.736619949E0
1.328082976E0,-9.654618502E-1,-3.399766386E-1,9.731831551E0
1.330085424E0,-9.463081956E-1,-3.303998411E-1,9.746196747E0
1.332088601E0,-9.894038439E-1,-3.639186621E-1,9.741408348E0
1.334092559E0,-9.702502489E-1,-3.447650373E-1,9.731831551E0
1.336097351E0,-9.558850527E-1,-3.399766386E-1,9.750985146E0
1.338102976E0,-9.654618502E-1,-3.591302633E-1,9.765350342E0
1.340109382E0,-9.750386477E-1,-3.447650373E-1,9.727043152E0
1.342116518E0,-9.654618502E-1,-3.543418646E-1,9.750985146E0
1.344123653E0,-9.654618502E-1,-3.495534360E-1,9.741408348E0
1.346131361E0,-9.846154451E-1,-3.351882398E-1,9.717466354E0
1.348139539E0,-9.750386477E-1,-3.543418646E-1,9.727043152E0
1.350148028E0,-9.894038439E-1,-3.495534360E-1,9.727043152E0
1.352156726E0,-9.750386477E-1,-3.591302633E-1,9.727043152E0
1.354165476E0,-9.750386477E-1,-3.591302633E-1,9.736619949E0
1.356173132E0,-9.989806414E-1,-3.447650373E-1,9.707889557E0
1.358178653E0,-9.846154451E-1,-3.543418646E-1,9.717466354E0
1.360181466E0,-9.894038439E-1,-3.591302633E-1,9.717466354E0
1.362184486E0,-9.846154451E-1,-3.447650373E-1,9.736619949E0
1.364187820E0,-9.941922426E-1,-3.447650373E-1,9.727043152E0
1.366191518E0,-9.894038439E-1,-3.591302633E-1,9.741408348E0
1.368195632E0,-9.894038439E-1,-3.591302633E-1,9.727043152E0
1.370200216E0,-9.750386477E-1,-3.495534360E-1,9.722254753E0
1.372205268E0,-9.941922426E-1,-3.591302633E-1,9.707889557E0
1.374210789E0,-9.702502489E-1,-3.591302633E-1,9.722254753E0
1.376216778E0,-9.989806414E-1,-3.495534360E-1,9.736619949E0
1.378223184E0,-9.798270464E-1,-3.687070608E-1,9.722254753E0
1.380229955E0,-9.894038439E-1,-3.495534360E-1,9.727043152E0
1.382237039E0,-9.894038439E-1,-3.495534360E-1,9.717466354E0
1.384244382E0,-9.798270464E-1,-3.543418646E-1,9.703101158E0
1.386251882E0,-9.941922426E-1,-3.543418646E-1,9.712677956E0
1.388259434E0,-9.750386477E-1,-3.591302633E-1,9.707889557E0
1.390272403E0,-9.846154451E-1,-3.591302633E-1,9.698312759E0
1.392272976E0,-9.846154451E-1,-3.447650373E-1,9.722254753E0
1.394273705E0,-1.003769040E0,-3.591302633E-1,9.722254753E0
1.396274799E0,-9.750386477E-1,-3.687070608E-1,9.722254753E0
1.398276414E0,-9.894038439E-1,-3.495534360E-1,9.707889557E0
1.400278705E0,-9.750386477E-1,-3.591302633E-1,9.727043152E0
1.402281778E0,-9.798270464E-1,-3.687070608E-1,9.736619949E0
1.404285684E0,-9.989806414E-1,-3.543418646E-1,9.722254753E0
1.406290476E0,-9.989806414E-1,-3.495534360E-1,9.703101158E0
1.408296101E0,-9.941922426E-1,-3.639186621E-1,9.722254753E0
1.410302559E0,-9.846154451E-1,-3.639186621E-1,9.712677956E0
1.412309747E0,-1.008557439E0,-3.495534360E-1,9.717466354E0
1.414317611E0,-9.941922426E-1,-3.399766386E-1,9.693524361E0
1.416325997E0,-1.003769040E0,-3.591302633E-1,9.698312759E0
1.418338445E0,-1.013345838E0,-3.591302633E-1,9.703101158E0
1.420350893E0,-1.008557439E0,-3.687070608E-1,9.717466354E0
1.422356153E0,-1.003769040E0,-3.447650373E-1,9.722254753E0
1.424358705E0,-9.846154451E-1,-3.495534360E-1,9.741408348E0
1.426361466E0,-9.894038439E-1,-3.447650373E-1,9.746196747E0
1.428365111E0,-9.941922426E-1,-3.447650373E-1,9.736619949E0
1.430368809E0,-9.702502489E-1,-3.639186621E-1,9.722254753E0
1.432372924E0,-9.510966539E-1,-3.543418646E-1,9.722254753E0
1.434377507E0,-9.750386477E-1,-3.591302633E-1,9.755773544E0
1.436382559E0,-9.558850527E-1,-3.543418646E-1,9.731831551E0
1.438388080E0,-9.558850527E-1,-3.543418646E-1,9.736619949E0
1.440394070E0,-9.654618502E-1,-3.543418646E-1,9.741408348E0
1.442400476E0,-9.463081956E-1,-3.591302633E-1,9.741408348E0
1.444407247E0,-9.223662019E-1,-3.399766386E-1,9.736619949E0
1.446414330E0,-9.271546006E-1,-3.399766386E-1,9.750985146E0
1.448421674E0,-9.463081956E-1,-3.543418646E-1,9.736619949E0
1.450429174E0,-9.367313981E-1,-3.495534360E-1,9.746196747E0
1.452436778E0,-9.271546006E-1,-3.447650373E-1,9.736619949E0
1.454449799E0,-9.367313981E-1,-3.543418646E-1,9.755773544E0
1.456450424E0,-9.367313981E-1,-3.399766386E-1,9.731831551E0
1.458451205E0,-9.415197968E-1,-3.591302633E-1,9.722254753E0
1.460452351E0,-9.415197968E-1,-3.447650373E-1,9.750985146E0
1.462454018E0,-9.175778031E-1,-3.687070608E-1,9.746196747E0
1.464456361E0,-9.319429994E-1,-3.639186621E-1,9.755773544E0
1.466459434E0,-9.558850527E-1,-3.639186621E-1,9.736619949E0
1.468463341E0,-9.510966539E-1,-3.591302633E-1,9.750985146E0
1.470468080E0,-9.367313981E-1,-3.639186621E-1,9.741408348E0
1.472473653E0,-9.463081956E-1,-3.543418646E-1,9.741408348E0
1.474480059E0,-9.415197968E-1,-3.447650373E-1,9.750985146E0
1.476487195E0,-9.415197968E-1,-3.495534360E-1,9.727043152E0
1.478495007E0,-9.415197968E-1,-3.639186621E-1,9.727043152E0
1.480503341E0,-9.606734514E-1,-3.687070608E-1,9.693524361E0
1.482512091E0,-9.510966539E-1,-3.495534360E-1,9.731831551E0
1.484521101E0,-9.654618502E-1,-3.543418646E-1,9.722254753E0
1.486530216E0,-9.606734514E-1,-3.543418646E-1,9.731831551E0
1.488539174E0,-9.558850527E-1,-3.687070608E-1,9.722254753E0
1.490544747E0,-9.846154451E-1,-3.639186621E-1,9.722254753E0
1.492550268E0,-9.846154451E-1,-3.687070608E-1,9.736619949E0
1.494553080E0,-9.750386477E-1,-3.687070608E-1,9.727043152E0
1.496556101E0,-9.846154451E-1,-3.447650373E-1,9.727043152E0
1.498559434E0,-9.798270464E-1,-3.591302633E-1,9.731831551E0
1.500563132E0,-9.894038439E-1,-3.543418646E-1,9.727043152E0
1.502567247E0,-9.989806414E-1,-3.543418646E-1,9.703101158E0
1.504571830E0,-9.702502489E-1,-3.495534360E-1,9.712677956E0
1.506576882E0,-9.798270464E-1,-3.639186621E-1,9.727043152E0
1.508582403E0,-9.941922426E-1,-3.447650373E-1,9.712677956E0
1.510588393E0,-9.894038439E-1,-3.447650373E-1,9.736619949E0
